source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,regulation of inflammatory response,GO:0050727,1.19E-07,6.925180408,333,90,13,27543,"IL12B,JAK2,IL2RA,NMI,CTSC,ANXA1,ADORA2A,CCL3,NUPR1,SOCS3,IL6,IFI35,IL1B"
GO:BP,regulation of T cell activation,GO:0050863,1.19E-07,6.925180408,333,90,13,27543,"CD86,IL12B,SDC4,JAK2,AIF1,IL2RA,SOS1,IL4I1,IL27,ANXA1,ADORA2A,IL6,IL1B"
GO:BP,positive regulation of response to external stimulus,GO:0032103,3.77E-07,6.423299102,447,90,14,27543,"IL12B,SLAMF6,CXCL10,JAK2,AIF1,NMI,CTSC,EDN1,CCL3,NUPR1,IL6,CCL7,IFI35,IL1B"
GO:BP,defense response to virus,GO:0051607,4.58E-07,6.339327334,297,90,12,27543,"CD86,IL12B,GBP7,CXCL10,IFITM1,IFIT1,BST2,IL27,IL6,IFITM2,ISG15,IL1B"
GO:BP,defense response to symbiont,GO:0140546,4.76E-07,6.322619972,298,90,12,27543,"CD86,IL12B,GBP7,CXCL10,IFITM1,IFIT1,BST2,IL27,IL6,IFITM2,ISG15,IL1B"
GO:BP,response to virus,GO:0009615,5.65E-07,6.248325808,378,90,13,27543,"CD86,IL12B,GBP7,CXCL10,IFITM1,IFIT1,NMI,BST2,IL27,IL6,IFITM2,ISG15,IL1B"
GO:BP,response to interleukin-1,GO:0070555,9.20E-07,6.036335681,132,90,9,27543,"EDN1,ANXA1,CCL4,CCL3,KMO,CD38,IL6,CCL7,IL1B"
GO:BP,regulation of lymphocyte activation,GO:0051249,1.01E-06,5.996951913,575,90,15,27543,"CD86,IL12B,SDC4,JAK2,AIF1,IL2RA,SOS1,IL4I1,IL27,ANXA1,ADORA2A,CD38,LST1,IL6,IL1B"
GO:BP,positive regulation of cytokine production,GO:0001819,1.15E-06,5.940053918,487,90,14,27543,"MIR155,IL12B,SLAMF6,JAK2,AIF1,HSPA1B,IL27,ANXA1,CCL4,CCL3,BATF,IL6,ISG15,IL1B"
GO:BP,positive regulation of lymphocyte proliferation,GO:0050671,1.37E-06,5.864125468,138,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,ANXA1,CD38,IL6,IL1B"
GO:BP,positive regulation of mononuclear cell proliferation,GO:0032946,1.55E-06,5.808501625,140,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,ANXA1,CD38,IL6,IL1B"
GO:BP,regulation of cell population proliferation,GO:0042127,2.49E-06,5.60310841,1764,90,24,27543,"CD86,IL12B,SDC4,CXCL10,BTG2,JAK2,AIF1,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,NMI,IL27,EDN1,ANXA1,ADORA2A,NUPR1,CD38,LST1,PTTG1,IL6,IFI35,IL1B"
GO:BP,positive regulation of T cell proliferation,GO:0042102,3.12E-06,5.506139565,103,90,8,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,ANXA1,IL6,IL1B"
GO:BP,cell population proliferation,GO:0008283,3.47E-06,5.459448781,2109,90,26,27543,"CD86,IL12B,SDC4,SLAMF6,CXCL10,BTG2,JAK2,AIF1,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,NMI,IL27,EDN1,ANXA1,ADORA2A,NUPR1,PRDX1,CD38,LST1,PTTG1,IL6,IFI35,IL1B"
GO:BP,T cell differentiation,GO:0030217,3.87E-06,5.411912775,282,90,11,27543,"IL12B,SLAMF6,GPR18,IL2RA,SOS1,IL4I1,IL27,ANXA1,BATF,IL6,IL1B"
GO:BP,positive regulation of leukocyte proliferation,GO:0070665,4.05E-06,5.392054416,156,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,ANXA1,CD38,IL6,IL1B"
GO:BP,alpha-beta T cell activation,GO:0046631,8.64E-06,5.06371482,170,90,9,27543,"IL12B,SLAMF6,GPR18,JAK2,IL27,ANXA1,ADORA2A,BATF,IL6"
GO:BP,response to bacterium,GO:0009617,9.54E-06,5.020237882,1031,90,18,27543,"CD86,MIR155,IL12B,GBP7,CXCL10,JAK2,CD52,IFIT1,IL27,EDN1,CCL3,KMO,IL6,ADAMTS4,TENT5A,ISG15,IL1B,TNIP3"
GO:BP,positive regulation of multicellular organismal process,GO:0051240,1.11E-05,4.955912787,1595,90,22,27543,"MIR155,IL12B,SLAMF6,JAK2,AIF1,MARCKS,IL2RA,HSPA1B,IL4I1,IL27,EDN1,ANXA1,ADORA2A,CCL4,CCL3,BATF,CD38,IL6,TENT5A,GFI1B,ISG15,IL1B"
GO:BP,leukocyte activation involved in immune response,GO:0002366,1.18E-05,4.926334263,314,90,11,27543,"MILR1,IL12B,SLAMF6,NMI,IL27,ANXA1,CCL3,BATF,IL6,IFI35,STXBP3"
GO:BP,positive regulation of interferon-gamma production,GO:0032729,1.23E-05,4.911591598,78,90,7,27543,"MIR155,IL12B,SLAMF6,JAK2,IL27,ISG15,IL1B"
GO:BP,regulation of response to stress,GO:0080134,1.26E-05,4.901123091,1317,90,20,27543,"IL12B,SLAMF6,JAK2,USP25,IL2RA,NMI,IL27,CTSC,ANXA1,ADORA2A,CCL3,CHORDC1,NUPR1,SOCS3,PRDX1,IL6,IFI35,ISG15,IL1B,CLEC2D"
GO:BP,cell activation involved in immune response,GO:0002263,1.31E-05,4.883618142,317,90,11,27543,"MILR1,IL12B,SLAMF6,NMI,IL27,ANXA1,CCL3,BATF,IL6,IFI35,STXBP3"
GO:BP,regulation of hemopoiesis,GO:1903706,1.32E-05,4.880071679,400,90,12,27543,"IL12B,IL2RA,SOS1,HSPA1B,IL4I1,IL27,ANXA1,CCL3,IL6,GFI1B,ISG15,CLEC2D"
GO:BP,myeloid leukocyte activation,GO:0002274,1.78E-05,4.749450973,251,90,10,27543,"MILR1,JAK2,AIF1,NMI,CTSC,ANXA1,CCL3,BATF,IFI35,STXBP3"
GO:BP,regulation of leukocyte cell-cell adhesion,GO:1903037,2.04E-05,4.689987149,331,90,11,27543,"CD86,IL12B,SDC4,JAK2,AIF1,IL2RA,IL4I1,ANXA1,ADORA2A,IL6,IL1B"
GO:BP,leukocyte mediated immunity,GO:0002443,2.27E-05,4.643919701,514,90,13,27543,"MILR1,IL12B,SLAMF6,IL4I1,BST2,CTSC,CCL3,BATF,PRDX1,IL6,IL1B,STXBP3,CLEC2D"
GO:BP,positive regulation of inflammatory response,GO:0050729,3.00E-05,4.523597156,137,90,8,27543,"JAK2,NMI,CTSC,CCL3,NUPR1,IL6,IFI35,IL1B"
GO:BP,response to chemical,GO:0042221,4.08E-05,4.389514856,5880,90,43,27543,"CD86,MIR155,IL12B,GBP7,CP,CXCL10,GPR18,BTG2,JAK2,RHOQ,AIF1,USP25,MARCKS,IL2RA,CD69,SOS1,HSPA1B,IFITM1,AHR,IFIT1,NMI,BST2,CTSC,EDN1,ANXA1,ADORA2A,CCL4,CCL3,SLC31A1,KMO,NUPR1,SOCS3,PRDX1,CD38,DPYSL2,IL6,CCL7,IFITM2,ISG15,IL1B,TNIP3,SELENOT,STXBP3"
GO:BP,secretion by cell,GO:0032940,4.76E-05,4.322507739,886,90,16,27543,"MILR1,IL12B,SDC4,JAK2,EDN1,ANXA1,ADORA2A,CCL3,KMO,CD38,DPYSL2,IL6,TNFAIP2,IL1B,SELENOT,STXBP3"
GO:BP,leukocyte cell-cell adhesion,GO:0007159,6.38E-05,4.194930159,370,90,11,27543,"CD86,IL12B,SDC4,JAK2,AIF1,IL2RA,IL4I1,ANXA1,ADORA2A,IL6,IL1B"
GO:BP,positive regulation of T cell activation,GO:0050870,6.91E-05,4.16049325,216,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,ANXA1,IL6,IL1B"
GO:BP,positive regulation of defense response,GO:0031349,7.44E-05,4.128380956,292,90,10,27543,"IL12B,SLAMF6,JAK2,NMI,CTSC,CCL3,NUPR1,IL6,IFI35,IL1B"
GO:BP,monocyte chemotaxis,GO:0002548,8.82E-05,4.054472167,61,90,6,27543,"CXCL10,AIF1,ANXA1,CCL4,CCL3,CCL7"
GO:BP,cellular response to interleukin-1,GO:0071347,9.20E-05,4.036079314,104,90,7,27543,"EDN1,CCL4,CCL3,KMO,IL6,CCL7,IL1B"
GO:BP,leukocyte chemotaxis,GO:0030595,9.44E-05,4.024911398,224,90,9,27543,"CXCL10,GPR18,AIF1,EDN1,ANXA1,CCL4,CCL3,CCL7,IL1B"
GO:BP,export from cell,GO:0140352,0.000115566,3.93717076,945,90,16,27543,"MILR1,IL12B,SDC4,JAK2,EDN1,ANXA1,ADORA2A,CCL3,KMO,CD38,DPYSL2,IL6,TNFAIP2,IL1B,SELENOT,STXBP3"
GO:BP,neuroinflammatory response,GO:0150076,0.00011818,3.927457343,64,90,6,27543,"JAK2,AIF1,CTSC,ADORA2A,NUPR1,IL1B"
GO:BP,positive regulation of cell differentiation,GO:0045597,0.000120685,3.918345801,948,90,16,27543,"IL12B,JAK2,MARCKS,IL2RA,HSPA1B,IFITM1,IL4I1,EDN1,ANXA1,CCL3,SOCS3,IL6,TENT5A,GFI1B,ISG15,IL1B"
GO:BP,regulation of leukocyte differentiation,GO:1902105,0.00012258,3.911580841,308,90,10,27543,"IL12B,IL2RA,SOS1,IL4I1,IL27,ANXA1,CCL3,IL6,GFI1B,CLEC2D"
GO:BP,cellular response to lipopolysaccharide,GO:0071222,0.00013021,3.885357102,310,90,10,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,CCL3,KMO,IL6,IL1B,TNIP3"
GO:BP,T-helper cell differentiation,GO:0042093,0.000156076,3.806664604,67,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,positive regulation of leukocyte cell-cell adhesion,GO:1903039,0.000158534,3.799877513,238,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,ANXA1,IL6,IL1B"
GO:BP,cellular response to molecule of bacterial origin,GO:0071219,0.000160315,3.795024781,317,90,10,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,CCL3,KMO,IL6,IL1B,TNIP3"
GO:BP,"CD4-positive, alpha-beta T cell differentiation involved in immune response",GO:0002294,0.000170733,3.767682744,68,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,alpha-beta T cell differentiation involved in immune response,GO:0002293,0.000186505,3.729309537,69,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,alpha-beta T cell activation involved in immune response,GO:0002287,0.000203457,3.691526777,70,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,regulation of cell differentiation,GO:0045595,0.00020735,3.683296668,1718,90,21,27543,"IL12B,CXCL10,JAK2,MARCKS,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,IL27,EDN1,ANXA1,CCL3,SOCS3,DPYSL2,IL6,TENT5A,GFI1B,ISG15,IL1B,CLEC2D"
GO:BP,lymphocyte differentiation,GO:0030098,0.000218852,3.659849169,418,90,11,27543,"IL12B,SLAMF6,GPR18,IL2RA,SOS1,IL4I1,IL27,ANXA1,BATF,IL6,IL1B"
GO:BP,regulation of interferon-gamma production,GO:0032649,0.000220117,3.657346653,118,90,7,27543,"MIR155,IL12B,SLAMF6,JAK2,IL27,ISG15,IL1B"
GO:BP,interferon-gamma production,GO:0032609,0.000233258,3.632163249,119,90,7,27543,"MIR155,IL12B,SLAMF6,JAK2,IL27,ISG15,IL1B"
GO:BP,alpha-beta T cell differentiation,GO:0046632,0.000261535,3.582470953,121,90,7,27543,"IL12B,SLAMF6,GPR18,IL27,ANXA1,BATF,IL6"
GO:BP,cell surface receptor signaling pathway,GO:0007166,0.000305892,3.514431249,2812,90,27,27543,"CD86,MILR1,IL12B,GBP7,CXCL10,JAK2,RHOQ,USP25,MARCKS,IL2RA,SOS1,HSPA1B,IFITM1,NMI,MS4A7,EDN1,ANXA1,ADORA2A,CCL4,CCL3,SOCS3,CD38,IL6,CCL7,IFITM2,ISG15,IL1B"
GO:BP,T cell differentiation involved in immune response,GO:0002292,0.00033396,3.476305872,76,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,regulation of cellular protein metabolic process,GO:0032268,0.000337466,3.471769338,2456,90,25,27543,"CD86,IL12B,SDC4,BTG2,JAK2,AIF1,USP25,MARCKS,SOS1,HSPA1B,NMI,BST2,CTSC,EDN1,ADORA2A,CHORDC1,PSME2,NUPR1,SOCS3,TLK2,PTTG1,IL6,GFI1B,ISG15,IL1B"
GO:BP,granulocyte chemotaxis,GO:0071621,0.000345142,3.46200174,126,90,7,27543,"CXCL10,EDN1,ANXA1,CCL4,CCL3,CCL7,IL1B"
GO:BP,negative regulation of leukocyte activation,GO:0002695,0.000348398,3.457924217,188,90,8,27543,"CD86,MILR1,SDC4,IL2RA,IL4I1,ANXA1,ADORA2A,LST1"
GO:BP,cellular response to biotic stimulus,GO:0071216,0.000360577,3.443001784,346,90,10,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,CCL3,KMO,IL6,IL1B,TNIP3"
GO:BP,regulation of leukocyte chemotaxis,GO:0002688,0.000364314,3.438524684,127,90,7,27543,"CXCL10,GPR18,AIF1,EDN1,CCL3,CCL7,IL1B"
GO:BP,regulation of secretion by cell,GO:1903530,0.000365565,3.437034924,653,90,13,27543,"IL12B,SDC4,JAK2,EDN1,ANXA1,ADORA2A,KMO,CD38,DPYSL2,IL6,IL1B,SELENOT,STXBP3"
GO:BP,regulation of developmental process,GO:0050793,0.000372357,3.42904089,2652,90,26,27543,"CD86,IL12B,CXCL10,JAK2,RHOQ,MARCKS,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,IL27,CTSC,EDN1,ANXA1,CCL3,NUPR1,SOCS3,DPYSL2,IL6,TENT5A,CCL7,GFI1B,ISG15,IL1B,CLEC2D"
GO:BP,response to lipopolysaccharide,GO:0032496,0.000373776,3.427388783,441,90,11,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,EDN1,CCL3,KMO,IL6,IL1B,TNIP3"
GO:BP,animal organ development,GO:0048513,0.000425213,3.371393013,3856,90,32,27543,"MIR155,IL12B,SDC4,PLD4,SLAMF6,GPR18,BTG2,JAK2,STK40,IL2RA,SOS1,HSPA1B,IL4I1,SLC39A1,PFKFB3,IL27,EDN1,ANXA1,PSMA6,CCL3,BATF,NUPR1,SOCS3,DPYSL2,IL6,TENT5A,GFI1B,ISG15,IL1B,SELENOT,STXBP3,CLEC2D"
GO:BP,regulation of cell-cell adhesion,GO:0022407,0.000467137,3.330555389,451,90,11,27543,"CD86,IL12B,SDC4,JAK2,AIF1,IL2RA,IL4I1,ANXA1,ADORA2A,IL6,IL1B"
GO:BP,secretion,GO:0046903,0.000499818,3.301188409,1053,90,16,27543,"MILR1,IL12B,SDC4,JAK2,EDN1,ANXA1,ADORA2A,CCL3,KMO,CD38,DPYSL2,IL6,TNFAIP2,IL1B,SELENOT,STXBP3"
GO:BP,regulation of multicellular organismal development,GO:2000026,0.000512608,3.290214814,1494,90,19,27543,"IL12B,CXCL10,MARCKS,IL2RA,SOS1,HSPA1B,IL4I1,IL27,CTSC,EDN1,ANXA1,CCL3,NUPR1,IL6,TENT5A,GFI1B,ISG15,IL1B,CLEC2D"
GO:BP,response to molecule of bacterial origin,GO:0002237,0.000532579,3.273616048,457,90,11,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,EDN1,CCL3,KMO,IL6,IL1B,TNIP3"
GO:BP,regulation of immune response,GO:0050776,0.000566356,3.246910444,928,90,15,27543,"CD86,IL12B,SLAMF6,HSPA1B,IL4I1,NMI,IL27,ANXA1,CD38,IL6,IFI35,ISG15,IL1B,TNIP3,CLEC2D"
GO:BP,positive regulation of leukocyte activation,GO:0002696,0.000702897,3.153108333,470,90,11,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,CTSC,ANXA1,CD38,IL6,IL1B"
GO:BP,positive regulation of cell-cell adhesion,GO:0022409,0.000705751,3.151348728,284,90,9,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,ANXA1,IL6,IL1B"
GO:BP,regulation of immune effector process,GO:0002697,0.000736189,3.133010407,374,90,10,27543,"CD86,IL12B,SLAMF6,IL4I1,BST2,IL27,ANXA1,IL6,IL1B,CLEC2D"
GO:BP,"CD4-positive, alpha-beta T cell differentiation",GO:0043367,0.000749544,3.125202869,87,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
GO:BP,negative regulation of cell activation,GO:0050866,0.000780706,3.107512602,209,90,8,27543,"CD86,MILR1,SDC4,IL2RA,IL4I1,ANXA1,ADORA2A,LST1"
GO:BP,cell differentiation,GO:0030154,0.000946748,3.023765624,4646,90,35,27543,"MIR155,IL12B,SDC4,PLD4,SLAMF6,CXCL10,GPR18,BTG2,JAK2,MARCKS,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,MARF1,IL27,EDN1,ANXA1,ADORA2A,CCL3,BATF,NUPR1,SOCS3,TLK2,CD38,LST1,DPYSL2,IL6,TENT5A,GFI1B,ISG15,TNFAIP2,IL1B,CLEC2D"
GO:BP,positive regulation of cell activation,GO:0050867,0.00097746,3.009901052,486,90,11,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,CTSC,ANXA1,CD38,IL6,IL1B"
GO:BP,glial cell activation,GO:0061900,0.001012048,2.994799009,49,90,5,27543,"JAK2,AIF1,CTSC,ADORA2A,IL1B"
GO:BP,positive regulation of organic acid transport,GO:0032892,0.001012048,2.994799009,49,90,5,27543,"EDN1,ADORA2A,KMO,DPYSL2,IL1B"
GO:BP,positive regulation of cell communication,GO:0010647,0.00105199,2.977988305,1895,90,21,27543,"CD86,IL12B,GPR18,JAK2,MARCKS,SOS1,HSPA1B,NMI,CTSC,EDN1,ADORA2A,CCL4,CCL3,KMO,NUPR1,CD38,IL6,CCL7,IFI35,IL1B,SELENOT"
GO:BP,positive regulation of signaling,GO:0023056,0.001107651,2.955597201,1901,90,21,27543,"CD86,IL12B,GPR18,JAK2,MARCKS,SOS1,HSPA1B,NMI,CTSC,EDN1,ADORA2A,CCL4,CCL3,KMO,NUPR1,CD38,IL6,CCL7,IFI35,IL1B,SELENOT"
GO:BP,cellular developmental process,GO:0048869,0.001119551,2.950956256,4678,90,35,27543,"MIR155,IL12B,SDC4,PLD4,SLAMF6,CXCL10,GPR18,BTG2,JAK2,MARCKS,IL2RA,SOS1,HSPA1B,IFITM1,IL4I1,MARF1,IL27,EDN1,ANXA1,ADORA2A,CCL3,BATF,NUPR1,SOCS3,TLK2,CD38,LST1,DPYSL2,IL6,TENT5A,GFI1B,ISG15,TNFAIP2,IL1B,CLEC2D"
GO:BP,regulation of leukocyte migration,GO:0002685,0.001150856,2.93897909,220,90,8,27543,"CXCL10,GPR18,AIF1,EDN1,ANXA1,CCL3,CCL7,IL1B"
GO:BP,myeloid leukocyte migration,GO:0097529,0.001190921,2.924116977,221,90,8,27543,"CXCL10,AIF1,EDN1,ANXA1,CCL4,CCL3,CCL7,IL1B"
GO:BP,regulation of protein metabolic process,GO:0051246,0.001235891,2.908019884,2631,90,25,27543,"CD86,IL12B,SDC4,BTG2,JAK2,AIF1,USP25,MARCKS,SOS1,HSPA1B,NMI,BST2,CTSC,EDN1,ADORA2A,CHORDC1,PSME2,NUPR1,SOCS3,TLK2,PTTG1,IL6,GFI1B,ISG15,IL1B"
GO:BP,positive regulation of response to stimulus,GO:0048584,0.001239677,2.906691596,2264,90,23,27543,"CD86,IL12B,SLAMF6,CXCL10,GPR18,JAK2,AIF1,MARCKS,SOS1,HSPA1B,NMI,CTSC,EDN1,ANXA1,ADORA2A,CCL4,CCL3,NUPR1,CD38,IL6,CCL7,IFI35,IL1B"
GO:BP,regulation of NIK/NF-kappaB signaling,GO:1901222,0.00134404,2.8715879,96,90,6,27543,"CD86,NMI,EDN1,PRDX1,IFI35,IL1B"
GO:BP,granulocyte migration,GO:0097530,0.001347629,2.870429728,154,90,7,27543,"CXCL10,EDN1,ANXA1,CCL4,CCL3,CCL7,IL1B"
GO:BP,cell chemotaxis,GO:0060326,0.00142605,2.845865308,309,90,9,27543,"CXCL10,GPR18,AIF1,EDN1,ANXA1,CCL4,CCL3,CCL7,IL1B"
GO:BP,regulation of secretion,GO:0051046,0.001432412,2.843932165,737,90,13,27543,"IL12B,SDC4,JAK2,EDN1,ANXA1,ADORA2A,KMO,CD38,DPYSL2,IL6,IL1B,SELENOT,STXBP3"
GO:BP,regulation of gene expression,GO:0010468,0.001440195,2.841578812,5415,90,38,27543,"CD86,MIR155,IL12B,GBP7,PLD4,SLAMF6,GPR18,BTG2,JAK2,MED29,STK40,RHOQ,AIF1,WTAP,SOS1,HSPA1B,AHR,IL4I1,MARF1,NMI,BST2,IL27,EDN1,ANXA1,PSMA6,ADORA2A,CCL4,CCL3,BATF,NUPR1,CD38,MIER3,IL6,TENT5A,GFI1B,ISG15,IL1B,TNIP3"
GO:BP,negative regulation of lymphocyte activation,GO:0051250,0.001601354,2.795512785,158,90,7,27543,"CD86,SDC4,IL2RA,IL4I1,ANXA1,ADORA2A,LST1"
GO:BP,positive regulation of anion transport,GO:1903793,0.001657018,2.780672793,54,90,5,27543,"EDN1,ADORA2A,KMO,DPYSL2,IL1B"
GO:BP,positive regulation of leukocyte chemotaxis,GO:0002690,0.001813554,2.741469467,101,90,6,27543,"CXCL10,AIF1,EDN1,CCL3,CCL7,IL1B"
GO:BP,cellular response to oxygen-containing compound,GO:1901701,0.001847244,2.733475777,1466,90,18,27543,"CD86,MIR155,IL12B,CXCL10,JAK2,RHOQ,MARCKS,EDN1,ANXA1,CCL3,KMO,SOCS3,PRDX1,IL6,CCL7,IL1B,TNIP3,SELENOT"
GO:BP,positive regulation of lymphocyte activation,GO:0051251,0.001850546,2.732700123,414,90,10,27543,"CD86,IL12B,JAK2,AIF1,IL2RA,IL4I1,ANXA1,CD38,IL6,IL1B"
GO:BP,positive regulation of cytosolic calcium ion concentration,GO:0007204,0.001890307,2.723467737,235,90,8,27543,"GPR18,JAK2,CD52,EDN1,CCL3,CD38,IL1B,SELENOT"
GO:BP,regulation of glutamate secretion,GO:0014048,0.001923775,2.715845622,24,90,4,27543,"ADORA2A,KMO,DPYSL2,IL1B"
GO:BP,neutrophil chemotaxis,GO:0030593,0.00203543,2.691343757,103,90,6,27543,"CXCL10,EDN1,CCL4,CCL3,CCL7,IL1B"
GO:BP,regulation of alpha-beta T cell activation,GO:0046634,0.002409465,2.61807938,106,90,6,27543,"IL12B,JAK2,IL27,ANXA1,ADORA2A,IL6"
GO:BP,"CD4-positive, alpha-beta T cell activation",GO:0035710,0.002409465,2.61807938,106,90,6,27543,"IL12B,SLAMF6,IL27,ANXA1,BATF,IL6"
