Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"11"	"0.09322"	"MEF2A_GM12878_HG19"	"MEF2A"	"46"	"871"	"3.861E-7"	"1.12E-5"	"2.422"	"ENCODE--ChIP-seq"	"ZC3H12C,DLEU2,JUNB,LY9,GPR18,ARF4,BTG2,GPR132,MYLIP,TICAM2,CD274,SKIL,LY86,MDM2,CIITA,DUSP28,BIRC3,PPP1R15A,NOD2,CCL5,CCL3,PLCL2,CFLAR,MCOLN2,MARCKS,KLF6,PTPN6,CLEC2D,TRIM13,SP140,HIVEP1,STK38L,GADD45B,CTSC,TLR1,TLR7,TLR6,CD74,SLC31A1,PLEKHA4,MIR155,ARID5B,ISG15,NFKBIA,HOOK2,MS4A7"
"gene_set_query"	"12"	"0.1017"	"CEBPB_MYOCYTE_MM9"	"CEBPB"	"33"	"535"	"5.251E-7"	"1.45E-5"	"2.856"	"ENCODE--ChIP-seq"	"DLEU2,GTPBP2,DDIT3,ORAI2,ATF4,AMZ2,CP,PTGS2,ERO1A,MAP3K8,SKIL,ZBTB18,BCL6,MYD88,PSTPIP2,SH3BP4,CLEC2D,GADD45B,GLIPR2,MDFIC,RHOQ,CD74,CCNG2,ARID5B,NUPR1,UBE2F,NFKBIA,ISG20,IL6,TNFAIP2,SPRED1,PPP2R5A,CLEC12A"
"gene_set_query"	"13"	"0.1102"	"BATF_GM12878_HG19"	"BATF"	"38"	"676"	"7.927E-7"	"2.08E-5"	"2.588"	"ENCODE--ChIP-seq"	"GBP6,LY9,AMZ2,TNFSF4,GPR18,GPR132,TICAM2,ZBTB32,CD274,TNFRSF14,NFKB1,CIITA,DUSP10,BIRC2,BIRC3,CCL4,CCL3,CFLAR,IL2RA,CLEC2D,SP140,SLAMF7,STK38L,GADD45B,GRAP,CTSS,TLR1,RHOQ,CCND2,MIR155,SBDS,PHF11,ISG15,NFKBIA,ISG20,SRGN,AIM2,MX2"
"gene_set_query"	"14"	"0.1186"	"TAL1_MELCELLLINE_MM9"	"TAL1"	"79"	"1904"	"1.385E-6"	"3.48E-5"	"1.881"	"ENCODE--ChIP-seq"	"PPP4R2,GTPBP2,DDIT3,PSME1,PDGFB,GUCD1,ST3GAL1,PRELID2,TREML2,BTG2,JAK2,PGAM2,CDC42EP4,CDC42EP2,RNASEL,RNF139,PSMB8,PSMB9,LYRM1,ERO1A,NAB1,MYLIP,VRK2,MAPKAPK2,CLEC4E,CD274,GSTT4,TNFRSF14,SKIL,ZBTB18,GFPT1,GGCT,MDM2,SERINC3,DUSP10,ITGA4,DUSP28,NPC2,PPP1R15A,RAB21,TIFA,TNNI3,PLCL2,PTPN6,LST1,UBE2L6,PNP,CHORDC1,B2M,ACOD1,PIK3R6,MIER3,HIVEP1,RAB22A,GLIPR2,AKAP6,CST7,STX11,PLEKHA4,CCND2,CCRL2,NUPR1,SPTA1,TBC1D13,UBE2F,LRRC75A,ISG15,ISG20,IL6,HOOK2,NFKBIE,TNFAIP2,SLC2A6,SRGN,CLEC12A,USP18,MX2,NEURL3,RBM43"
"gene_set_query"	"15"	"0.1271"	"ZNF384_CH12LX_MM9"	"ZNF384"	"70"	"1677"	"3.822E-6"	"9.17E-5"	"1.892"	"ENCODE--ChIP-seq"	"ZC3H12C,DPYSL2,DLEU2,ACOT9,GSDMD,PRPF38A,TNFSF4,SNX10,JAK2,SERPINB9,PSMA4,TMEM33,GAS7,RNF135,PCGF5,MITD1,HMGN3,VRK2,LY96,MAP2K6,BCL6,MDM2,CLEC1A,ITGA4,BIRC3,PPP1R15A,PPM1K,PLCL2,MARCKS,KLF6,IL2RA,TRIM36,LST1,FNDC7,SP140,PIK3R6,HELZ2,MIER3,STK38L,SLAMF6,GADD45B,TNFSF15,CTSZ,CTSC,IL15,TLR7,STX11,SLC31A2,PLEKHA4,BATF,FAS,PTTG1,MIR155,CASK,GEM,PDGFRL,TOR1AIP2,HCAR2,UBE2F,VCAM1,CRIM1,CALHM6,IL6,NFKBIE,CASP8,CASP4,CASP1,LTA,RGS16,NOS2"
"gene_set_query"	"16"	"0.1356"	"GATA2_ENDOTHELIALCELLOFUMBILICALVEIN_HG19"	"GATA2"	"73"	"1809"	"7.559E-6"	"1.74E-4"	"1.827"	"ENCODE--ChIP-seq"	"ZC3H12C,DPYSL2,HBP1,ARF4,BTG2,BTG1,PSMA4,AEBP2,TMEM33,CDC42EP2,PTGS2,TANK,LYRM1,MITD1,CD274,GPR85,MAP2K6,ZBTB18,CXCL11,LMBR1L,ALAS1,INSL6,UPP1,CCDC50,NPC2,BIRC2,PPP1R15A,RAB20,CCL5,SH3BP4,VPS54,CFLAR,NECTIN2,ICAM1,PNP,B2M,STXBP3,GADD45B,TNFSF15,PARP14,SNW1,CITED2,CLEC9A,CTSC,EDN1,IL18,IL1A,TLR6,STX11,SERTAD3,PLEKHA4,BATF,FAS,PTTG1,MIR155,CCRL2,ARID5B,PROCR,GPD2,CNN3,CRIM1,INHBA,ISG20,IL6,NFKBIB,TNFAIP3,SPRED1,CASP4,CASP1,SRGN,USP18,IGBP1,PIK3IP1"
"gene_set_query"	"17"	"0.1441"	"STAT3_HELAS3_HG19"	"STAT3"	"69"	"1780"	"4.056E-5"	"7.72E-4"	"1.752"	"ENCODE--ChIP-seq"	"CREB3L4,JUNB,GBP5,ACOT9,GTPBP2,IL20RB,GSDMD,PRPF38A,APOOL,HBP1,BTG2,BTG1,ENSA,TMEM33,RNASEL,PHLPP1,PTGS2,SLC7A2,PSMB8,LYRM1,MITD1,SAT1,MYLIP,BCL6,CIITA,DUSP10,PPP6R1,CCDC50,CFLAR,KLF6,IFITM3,ZDHHC5,UBE2L6,IFI35,ICAM1,PTGES,HELZ2,HIVEP1,PARP14,BST2,CITED2,CTSC,EDN1,IL18,RHOF,TLR6,RHOQ,STX11,GPC1,FAP,CCNG2,MIR155,ARID5B,CASK,SBDS,PSMD10,TOR1AIP2,HCAR2,UBE2F,CRIM1,ISG20,IL6,SPRED1,CASP4,IRF1,IRF9,RGS16,KDM4A,GLA"
"gene_set_query"	"18"	"0.1525"	"USF2_CH12LX_MM9"	"USF2"	"67"	"1719"	"4.341E-5"	"7.99E-4"	"1.762"	"ENCODE--ChIP-seq"	"DLEU2,GTPBP2,DDIT3,ORAI2,ST3GAL1,PRELID2,TREML2,GPR18,RARG,ENSA,ANXA6,PSMA4,PTGS2,RNF19B,AHR,TNF,HMGN3,FOXP4,CACNB1,MAX,LY96,SOCS2,ZBTB18,GGCT,BCL6,MYD88,TNFRSF1B,PPP1R15A,RAB20,KLF6,LST1,IFI35,LGALS9,DHX40,RAB11FIP1,XCR1,TREX1,BST2,SNW1,RAB22A,CTSS,IL15,STX11,SLC31A2,PLEKHA4,BATF,CCNG2,CD69,PTTG1,ZBP1,GEM,SELENOW,STK4,TBC1D13,ATP6V1D,VCAM1,NFKBIA,HOOK2,NFKBIB,CXCL9,TNFAIP3,TAPBP,IRF1,IRF9,PSMB10,IGBP1,GLA"
"gene_set_query"	"19"	"0.161"	"TBP_CH12LX_MM9"	"TBP"	"66"	"1695"	"4.994E-5"	"8.89E-4"	"1.76"	"ENCODE--ChIP-seq"	"DLEU2,JUNB,GBP5,ATF4,LY9,GSDMD,PRPF38A,APOOL,HBP1,GPR132,ANXA4,TMEM33,CCL22,PSMB9,MITD1,TNF,SAT1,TNFRSF8,MYLIP,VRK2,CD274,MAX,LY96,SOCS1,XAF1,ALAS1,ARL5C,DUSP10,SUMO1,TMBIM6,PPP1R15A,FGL2,MCOLN2,LGALS9,MARF1,HELZ2,RAB11FIP1,TNFSF15,EXT1,BST2,ZUP1,GRAP,CITED2,MDFIC,AMN1,SPRYD7,PLEKHA4,CD69,ZBP1,SBDS,NUPR1,PSMD10,CRIM1,NFKBIA,IL6,ACBD3,NFKBIB,SOWAHC,SLC2A6,SRGN,ETV3,IRF1,LTA,IGBP1,MX2,MX1"
"gene_set_query"	"20"	"0.1695"	"CTCF_GM10266_HG19"	"CTCF"	"67"	"1814"	"1.867E-4"	"0.00297"	"1.666"	"ENCODE--ChIP-seq"	"CREB3L4,SCO1,FLRT3,EIF2AK2,XKR8,ARF4,SNX10,JAK2,BATF2,JDP2,PTGS2,FLNB,CRBN,PCGF5,ERO1A,HP,HMGN3,CD274,SOCS2,SRGAP3,OSBPL3,MDM2,LMBR1L,DUSP10,ACP2,TRAF1,TMBIM4,ADORA2B,BIRC2,BIRC3,NOD1,IL2RG,RAB21,LRRC8C,KLF8,RAB12,IFITM3,ZDHHC5,IFI35,AGFG1,IL15RA,STXBP3,LPAR1,N4BP1,TLR1,MDFIC,TLR6,STX11,SLC31A2,PTTG1,ENPP4,CASK,TBC1D2B,GEM,SBDS,SELENOT,PSMD10,RASGRP1,NFKBIA,HOOK2,NFKBIB,TNFAIP3,IRF1,IRF9,IGBP1,FMNL2,PIK3IP1"
"gene_set_query"	"21"	"0.178"	"PAX5_GM12892_HG19"	"PAX5"	"22"	"404"	"2.004E-4"	"0.00299"	"2.502"	"ENCODE--ChIP-seq"	"JUNB,OGFR,MAP3K8,TLK2,BIRC2,BIRC3,PPM1K,TIFA,KLF6,CLEC2D,ZUP1,CITED2,IL15,RHOF,AMN1,NPY,CCNG2,SELENOW,UBE2F,HOOK2,TENT4A,ETV3"
"gene_set_query"	"22"	"0.1864"	"RFX5_IMR90_HG19"	"RFX5"	"23"	"435"	"2.235E-4"	"0.00325"	"2.425"	"ENCODE--ChIP-seq"	"SCO1,ENSA,ANXA6,TSPO,RAPGEF2,PSMB8,HMGN3,DUSP28,TRAF1,ADORA2A,NPC2,B2M,RHOQ,CD74,CCNG2,CCND2,HOOK2,MXD1,DYRK2,SCARF1,KDM4A,PIK3IP1,GLA"
"gene_set_query"	"23"	"0.1949"	"NFIC_SKNSH_HG19"	"NFIC"	"28"	"587"	"2.835E-4"	"0.00382"	"2.176"	"ENCODE--ChIP-seq"	"ZC3H12C,GTPBP2,ST3GAL1,HBP1,BTG2,CDC42EP2,TANK,SLC7A2,FABP3,PGF,SKIL,MDM2,CIITA,PPP6R1,UPP1,PPM1K,MALT1,KLF6,ICAM1,CITED2,RHOQ,FAP,MIR155,GEM,NFKBIA,IL6,SPRED1,IRF9"
"gene_set_query"	"24"	"0.2034"	"BHLHE40_CH12LX_MM9"	"BHLHE40"	"62"	"1727"	"5.901E-4"	"0.00708"	"1.618"	"ENCODE--ChIP-seq"	"DPYSL2,GBP6,PSME1,AMZ2,HBP1,ANXA6,FCRL5,SERPINB9,PSMA5,JDP2,PTAFR,PTGS2,RNF139,CRBN,PCGF5,LYRM1,ZFP36,MYLIP,SLC15A2,PGF,MAP2K6,OSBPL3,NFKB1,BCL6,MDM2,ALAS1,ARL5C,DUSP28,TMBIM6,FGL2,IL2RG,ZNRF3,TIFA,PTPN6,LST1,IFI35,IL15RA,ACOD1,RAB11FIP1,MIER3,CTSZ,RAB22A,CTSS,GLIPR2,CTSC,RHOQ,SLC31A2,CCND2,ZBP1,SBDS,STK4,UBE2F,ACBD3,NFKBIB,MS4A7,RASGEF1B,LTA,RGS16,DLL1,NOS2,MX2,MX1"
"gene_set_query"	"25"	"0.2119"	"MYOD1_MYOCYTE_MM9"	"MYOD1"	"91"	"2784"	"9.315E-4"	"0.00989"	"1.468"	"ENCODE--ChIP-seq"	"ZC3H12C,PPP4R2,DPYSL2,GTPBP2,ATF4,PDGFB,FLRT3,AMZ2,ST3GAL1,GSDMD,BTG2,SNX10,MECP2,ANXA6,JAK2,ANXA4,PGAM2,SERPINB9,RNF139,CRBN,SLCO3A1,MITD1,ERO1A,NAB1,AHR,ZFP36,KPNA3,CACNB1,SOCS1,SKIL,ZBTB18,OSBPL3,NFKB1,BCL6,MDM2,LMBR1L,RNF14,INSL6,PSTPIP2,SGCB,PPP6R1,UPP1,CCDC50,ITGA4,DUSP28,TMBIM4,ADORA2B,NOD1,NOD2,ZNRF3,ABLIM2,LRRC8C,PLCL2,EVI2A,PTPN6,CLEC2D,NECTIN2,IFITM3,CCNJ,CHORDC1,RSAD2,CASZ1,SDC4,RAB11FIP1,GADD45B,TNFSF15,EXT1,BST2,CITED2,CTSZ,RAB22A,STX11,PDPN,GCA,SLC31A2,SPRYD7,CCNG2,APBA1,ENPP4,ZBP1,LMO4,NUPR1,TOR1AIP2,UBE2F,IL6,ACBD3,DYRK2,SLC2A6,RASGEF1B,IRF1,PMP22"
"gene_set_query"	"26"	"0.2203"	"CUX1_GM12878_HG19"	"CUX1"	"64"	"1845"	"0.001111"	"0.0113"	"1.561"	"ENCODE--ChIP-seq"	"JUNB,PSME2,LY9,TNFSF4,TNFSF9,ENSA,ANXA4,PSMA4,RNF135,SAT1,MAP3K8,KPNA3,ZBTB32,TNFRSF14,SRGAP3,GGCT,BCL6,LMBR1L,ALAS1,DUSP10,ITGA4,ADORA2A,TMBIM6,BIRC3,NOD1,NOD2,IL2RG,CCL3,KLF6,IL2RA,RAB12,PTPN6,ICAM1,PIK3R6,SLAMF7,SLAMF6,GADD45B,CITED2,EDN1,TLR1,TLR7,CD74,SPRYD7,BATF,FAS,CD69,CD86,ZBP1,TOR1AIP2,STK4,RASGRP1,ATP6V1D,NFKBIA,ISG20,RTP4,RND1,CASP8,CASP4,SRGN,PPP2R5A,IRF1,DLL1,MX1,RBM43"
"gene_set_query"	"27"	"0.2288"	"ZKSCAN1_CH12LX_MM9"	"ZKSCAN1"	"40"	"1034"	"0.001225"	"0.012"	"1.748"	"ENCODE--ChIP-seq"	"PSME1,HBP1,BTG2,SERPINB9,RNF135,RNF139,CCL22,PSMB8,AHR,KPNA3,SOCS1,TNFRSF14,SKIL,MAP2K6,LY86,RNF14,SUMO1,TLK2,NOD2,MLLT6,MARCKS,PTPN6,ZDHHC5,TNFSF10,SP140,MIER3,SLAMF7,RHOF,CD74,CCNG2,FAS,CCND2,MIR155,TOR1AIP2,RASGRP4,UBE2F,IL6,NFKBIE,RTP4,SLC2A6"
"gene_set_query"	"28"	"0.2373"	"PRDM1_HELAS3_HG19"	"PRDM1"	"52"	"1487"	"0.002375"	"0.0208"	"1.574"	"ENCODE--ChIP-seq"	"PSME2,AMZ2,HBP1,BTG1,BATF2,ANXA4,PSMA4,RNASEL,SLC7A2,FLNB,NR1H3,PSMB8,FABP3,CXCL16,GGCT,BCL6,LMBR1L,CIITA,DUSP10,ACP2,CCDC50,RNF31,NOD1,NOD2,RAB20,LRRC8C,B2M,IL15RA,MARF1,HIVEP1,GADD45B,TNFSF15,PARP14,EXT1,CD40,CITED2,EDN1,IL18,RHOF,ARHGEF3,TLR6,CCNG2,LMO4,PDGFRL,MYCL,ISG15,IL6,MXD1,CASP4,PSMB10,KDM4A,MX1"
"gene_set_query"	"29"	"0.2458"	"TCF12_MYOCYTE_MM9"	"TCF12"	"37"	"1004"	"0.003835"	"0.0286"	"1.662"	"ENCODE--ChIP-seq"	"DDIT3,ATF4,PDGFB,GUCD1,ST3GAL1,GSDMD,BTG2,GPR132,ANXA6,PGAM2,RAPGEF2,CACNB1,SRGAP3,ZBTB18,OSBPL3,MDM2,SGCB,ABLIM2,EVI2A,CLEC2D,IFITM3,CASZ1,SDC4,GADD45B,TNFSF15,RHOF,TLR6,RHOQ,SLC31A2,NUPR1,TBC1D13,UBE2F,ISG20,HOOK2,SOWAHC,SLC2A6,PMP22"
"gene_set_query"	"30"	"0.2542"	"FOXA2_HEPG2_HG19"	"FOXA2"	"16"	"328"	"0.003921"	"0.0289"	"2.228"	"ENCODE--ChIP-seq"	"JUNB,CP,HBP1,F7,PHLPP1,PCGF5,MDM2,DUSP10,ACP2,TMBIM6,BIRC2,PPP1R15A,CFLAR,MARCKS,KLF6,CITED2"
"gene_set_query"	"31"	"0.2627"	"EBF1_GM12878_HG19"	"EBF1"	"83"	"2676"	"0.005007"	"0.0336"	"1.391"	"ENCODE--ChIP-seq"	"PPP4R2,CREB3L4,TSTD1,PSME1,PSME2,LY9,EIF2AK2,TREML2,HBP1,GPR18,SNX10,GPR132,BATF2,TMEM33,JDP2,TANK,FLNB,CEPT1,CRBN,PCGF5,SAT1,ZFP36,MAP3K8,KPNA3,MYLIP,ZBTB32,CD274,MAX,SOCS2,SOCS1,ZBTB18,MYD88,CIITA,UPP1,ITGA4,BIRC3,PPP1R15A,SRC,PPM1K,CCL3,RAB29,CLEC2D,UBE2L6,IFI35,CHORDC1,LGALS9,SDC4,SP140,HELZ2,SLAMF7,N4BP1,IFI44,BST2,LACC1,SNW1,TLR7,TLR6,RHOQ,CD74,BATF,FAS,CD69,CD86,ENPP4,GEM,SELENOW,TOR1AIP2,STK4,RASGRP1,TBC1D13,ATP6V1D,UBE2F,VCAM1,ISG15,NFKBIA,NFKBIB,MS4A7,SLC2A6,CASP8,CASP4,IRF1,DLL1,MX2"
