Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"11"	"0.09322"	"BCL11A_GM12878_HG19"	"BCL11A"	"33"	"1038"	"1.832E-4"	"0.00674"	"2.099"	"ENCODE--ChIP-seq"	"ICAM1,HIVEP1,LNPEP,EHD1,PPFIBP2,REL,MTMR14,AKAP13,GPR132,DUSP2,MYOF,MINK1,TBL1X,ZSWIM4,PRDM1,DOCK10,ARID5B,SNN,GRK3,KIF3B,NADK,ESR1,NFKB2,NFKBID,PTPN22,ITGA4,FGR,RASA4,PLEC,MALT1,MAPK6,TSPOAP1,MCOLN2"
"gene_set_query"	"12"	"0.1017"	"FOSL1_C2C12_MM9"	"FOSL1"	"12"	"221"	"2.209E-4"	"0.00717"	"3.671"	"ENCODE--ChIP-seq"	"IFRD1,TRIB1,NR1D1,OLR1,SERPINB8,MICALL1,PVR,TXLNB,NDRG1,TNFAIP3,ANGPT1,SLC25A37"
"gene_set_query"	"13"	"0.1102"	"MYOD1_MYOCYTE_MM9"	"MYOD1"	"67"	"2784"	"8.752E-4"	"0.024"	"1.577"	"ENCODE--ChIP-seq"	"SLC23A2,LDLRAD4,ATG3,PRKAB2,PRKCD,FNDC3A,GSAP,TRIB1,EZR,SLC5A3,RAB11FIP1,HMOX1,ST3GAL1,EGR2,LNPEP,EHD1,ABTB2,PPFIBP1,NRP2,MTMR12,SLC7A11,AKAP13,MINK1,BGN,FOS,B3GNT2,LIMA1,YPEL2,TNC,PRDM1,CDC14A,PIM1,TOR3A,TRAFD1,TXLNB,SQSTM1,PXK,UBA6,LTBP2,NDRG1,SNN,IRAK2,PLXNA2,ANKRD28,LAYN,SSC5D,USB1,PTPN23,SLC2A6,PSTPIP2,ABCC1,PTGIR,VPS9D1,DST,ITGA4,PPP1R12B,SMARCD3,NOD2,ABLIM2,P2RY2,MAPK6,RFFL,ANGPT1,MYO10,SEMA4D,TNIP1,LPIN2"
"gene_set_query"	"14"	"0.1186"	"TCF12_MYOCYTE_MM9"	"TCF12"	"30"	"1004"	"8.761E-4"	"0.024"	"1.969"	"ENCODE--ChIP-seq"	"TRIB1,ST3GAL1,EGR2,LNPEP,NR1D1,VASN,MTMR12,AKAP13,GPR132,ZHX2,MYOF,RAPGEF2,TBL1X,TNC,TOR3A,TXLNB,SQSTM1,PXK,NDRG1,TBC1D13,SLC38A7,PLXNA2,SSC5D,SLC2A6,PTGIR,SMARCD3,ABLIM2,ANGPT1,MYO10,SEMA4D"
"gene_set_query"	"15"	"0.1271"	"MEF2A_GM12878_HG19"	"MEF2A"	"27"	"871"	"8.905E-4"	"0.024"	"2.045"	"ENCODE--ChIP-seq"	"ERRFI1,PRKAB2,HIVEP1,LYN,EGR2,LNPEP,PPFIBP2,REL,ATR,AKAP13,GPR132,CCR9,DUSP2,MYOF,TBL1X,DOCK10,TOR3A,ARID5B,TXLNB,SQSTM1,ESR1,MDM4,DUSP16,NOD2,RFFL,TSPOAP1,MCOLN2"
"gene_set_query"	"16"	"0.1356"	"NFIC_SKNSH_HG19"	"NFIC"	"20"	"587"	"0.001252"	"0.0285"	"2.255"	"ENCODE--ChIP-seq"	"ICAM1,TNS3,PRKCD,ST3GAL1,ABCA3,LNPEP,VASN,DUSP2,COL19A1,SLC7A2,TBL1X,ZSWIM4,ZYX,CSF1,TNC,GEM,CAV1,MALT1,ATP2B4,LPIN2"
"gene_set_query"	"17"	"0.1441"	"MAZ_MELCELLLINE_MM9"	"MAZ"	"45"	"1766"	"0.001693"	"0.0346"	"1.672"	"ENCODE--ChIP-seq"	"USP6NL,GOLGA3,PLBD2,RRAD,HIVEP1,RALGDS,ABCA3,PPFIBP1,LYST,MED12,GPR132,AP3B1,FOS,PELI3,HSD17B7,RELB,HIPK2,TAOK3,ZYX,YPEL2,CHPF,PIM1,FOXP4,MOB3B,GEM,TXLNB,PXK,NDRG1,SNN,CAMTA2,NFKB2,PTPRE,DOCK4,TNFAIP3,PTPN23,DUSP16,PTGIR,VPS9D1,SECISBP2L,ABCC5,RASA4,NOD2,MALT1,RFFL,SEMA4D"
"gene_set_query"	"18"	"0.1525"	"USF1_MYOCYTE_MM9"	"USF1"	"44"	"1721"	"0.001761"	"0.0347"	"1.677"	"ENCODE--ChIP-seq"	"SLC23A2,GOLGA3,LIPE,ATG3,IFRD1,ORAI2,PLBD2,RAB11FIP1,HMOX1,PIP5K1C,ST3GAL1,EGR2,ADHFE1,NR1D1,RARG,LITAF,ZHX2,MINK1,HSD17B7,TM9SF4,RELB,LIMA1,ZSWIM4,ZYX,YPEL2,CSF1,CARF,SWAP70,FOXP4,GEM,UBA6,SNN,TBC1D13,SLC38A7,SSC5D,IGF2R,LGALS3BP,TNFAIP3,PTPN23,CERS6,RAB20,ANGPT1,CLCN6,LPIN2"
"gene_set_query"	"19"	"0.161"	"RFX5_HELAS3_HG19"	"RFX5"	"46"	"1832"	"0.002003"	"0.0369"	"1.647"	"ENCODE--ChIP-seq"	"ERRFI1,TNS3,PRKCG,ARMC7,SPATA13,NUP98,PLPP3,EZR,PLBD2,IL20RB,ABR,RAB11FIP1,ST3GAL1,VASN,EHD1,NRP2,TRAM2,MED12,MYOF,AP3B1,B3GNT2,FGD6,MICALL1,PRDM1,CELSR3,TOR3A,ZBTB37,TRAFD1,MOB3B,COL4A5,PXK,ZKSCAN8,SLC38A7,NFKB2,MOB1A,PTPRE,CDK6,TGFBI,PLEKHM3,LGALS3BP,SLC2A6,TRPS1,SECISBP2L,RHBDF2,AGPAT4,ATP2B4"
"gene_set_query"	"20"	"0.1695"	"ZBTB7A_ECC1_HG19"	"ZBTB7A"	"44"	"1753"	"0.00243"	"0.0428"	"1.646"	"ENCODE--ChIP-seq"	"BSN,PRKCG,ARMC7,ORAI2,MTMR7,NBEAL1,RARG,CX3CL1,TLR2,SLC7A2,ZSWIM4,ZYX,TJP2,CHPF,COL27A1,CISH,SWAP70,ZBTB37,TRAFD1,GEM,TPST1,COL4A2,UBA6,LTBP2,NDRG1,SNN,ZKSCAN8,TBC1D13,CAMTA2,ARHGAP31,CDK6,TNFAIP3,CXCL3,SLC2A6,FYCO1,CEP170,RHBDF2,RAB20,SH3BP1,P2RY2,SEMA4B,PDE4DIP,MCOLN2,SLC25A37"
"gene_set_query"	"21"	"0.178"	"TFAP2A_HELAS3_HG19"	"TFAP2A"	"45"	"1810"	"0.002614"	"0.0437"	"1.63"	"ENCODE--ChIP-seq"	"MAPKBP1,CAPN15,ATG3,PRKAB2,IFRD1,FNDC3A,NUP98,TRIB1,RRAD,TMTC3,RALGDS,SPTBN2,MICAL3,LNPEP,NR1D1,EHD1,ABTB2,REL,TRAM2,OLR1,JARID2,DUSP2,MYOF,TSC22D2,SERPINB8,SLC7A2,TBL1X,ZSWIM4,ZYX,TNC,CDC14A,TOR3A,SWAP70,ARID5B,LY6E,UBA6,CAV1,ARHGAP27,NFKB2,CDK6,SLC2A6,P2RY2,MYO10,ATP2B4,LPIN2"
"gene_set_query"	"22"	"0.1864"	"BHLHE40_MELCELLLINE_MM9"	"BHLHE40"	"42"	"1702"	"0.003878"	"0.0544"	"1.618"	"ENCODE--ChIP-seq"	"USP6NL,LIPE,ATG3,ORAI2,NUP98,EZR,PIK3R5,PIP5K1C,RALGDS,MICAL3,NR1D1,AIRN,MTMR12,MTMR14,PIP4P2,JARID2,DUSP2,CST7,RELB,MICALL1,TBL1X,YPEL2,PIM1,NDRG1,SNN,HRH2,TBC1D13,ANKRD28,IGF2R,NFKB2,NFKBIE,DOCK4,TNFAIP3,SLC2A6,ITGA4,PLEC,CECR2,RAB20,MAPK6,CLCN6,SLC25A37,LPIN2"
"gene_set_query"	"23"	"0.1949"	"TCF3_MYOCYTE_MM9"	"TCF3"	"42"	"1708"	"0.004105"	"0.0544"	"1.612"	"ENCODE--ChIP-seq"	"USP6NL,SLC23A2,ERRFI1,ATG3,FNDC3A,TRIB1,LPAR1,HMOX1,EGR2,NBEAL1,NR1D1,PPFIBP1,MTMR12,AKAP13,GPR132,PSD,DUSP2,ZHX2,MYOF,TSC22D2,FGD6,TBL1X,ZYX,YPEL2,TNC,CELSR3,PIM1,TOR3A,SQSTM1,PXK,CCDC146,SNN,PLXNA2,PTGIR,VPS9D1,DST,SECISBP2L,SMARCD3,CECR2,MAPK6,MYO10,SEMA4D"
"gene_set_query"	"24"	"0.2034"	"MYOG_MYOCYTE_MM9"	"MYOG"	"71"	"3208"	"0.004376"	"0.0544"	"1.447"	"ENCODE--ChIP-seq"	"SLC23A2,ERRFI1,LDLRAD4,PRKAB2,IFRD1,SPATA13,GSAP,EZR,RRAD,LPAR1,SLC5A3,RAB11FIP1,KCNQ1OT1,HMOX1,ST3GAL1,LNPEP,EHD1,PPFIBP1,NRP2,LITAF,AKAP13,GPR132,MINK1,FOS,LIMA1,FGD6,MICALL1,TAOK3,TNC,PRDM1,PVR,FBRSL1,TOR3A,RALGAPA2,TRAFD1,FOXP4,MOB3B,GEM,TXLNB,PXK,NDRG1,SNN,KIF3B,IRAK2,ZKSCAN8,TBC1D13,PLXNA2,LAYN,MOB1A,TGFBI,NFKBIE,PLEKHM3,PTPN23,SLC2A6,ABCC1,PTGIR,VPS9D1,ITGA4,RHBDF2,SMARCD3,LENG8,NOD2,ABLIM2,SH3BP1,P2RY2,MYO10,SEMA4D,SEMA4B,PDE4DIP,CLCN6,TRIM36"
"gene_set_query"	"25"	"0.2119"	"USF2_CH12LX_MM9"	"USF2"	"42"	"1719"	"0.00455"	"0.0544"	"1.601"	"ENCODE--ChIP-seq"	"GOLGA3,LIPE,ATG3,IFRD1,ORAI2,TRIM14,PLBD2,RAB11FIP1,ATP6V0A2,HMOX1,ST3GAL1,RALGDS,EGR2,PPFIBP2,TNFSF8,RARG,MTMR12,DUSP2,ZHX2,MINK1,HSD17B7,TM9SF4,RELB,ZSWIM4,YPEL2,RALGAPA2,SWAP70,FOXP4,GEM,UBA6,SNN,IRAK2,TBC1D13,SLC38A7,IGF2R,LGALS3BP,DOCK4,TNFAIP3,UTY,RAB20,CLCN6,TNIP1"
"gene_set_query"	"26"	"0.2203"	"EGR1_K562_HG19"	"EGR1"	"43"	"1773"	"0.004707"	"0.0544"	"1.589"	"ENCODE--ChIP-seq"	"USP6NL,CMKLR1,ATG3,PRKAB2,TRIM14,PLBD2,RAB11FIP1,KCNQ1OT1,ATP6V0A2,ATR,MTMR12,TRAM2,CX3CL1,PSD,SLC29A3,TM9SF4,LIMA1,FGD6,MICALL1,LDLR,YPEL2,CHPF,PLXND1,GEM,ADAM17,UBA6,NDRG1,TMEM26,KIF3B,IRAK2,TBC1D13,SOCS4,TVP23A,PTPRE,NFKBID,CXCL3,PSTPIP2,SECISBP2L,RHBDF2,IL2RG,RAB20,PDE4DIP,SLC25A37"
"gene_set_query"	"27"	"0.2288"	"GATA2_G1EER4_MM9"	"GATA2"	"27"	"996"	"0.005285"	"0.0595"	"1.781"	"ENCODE--ChIP-seq"	"ERRFI1,ATG3,ORAI2,TRIM14,PLBD2,RAB11FIP1,HMOX1,EGR2,ADHFE1,CPEB4,TRAM2,FOS,RELB,ZSWIM4,CDC14A,TBC1D13,SLC38A7,NADK,IGF2R,PTPN23,PTGIR,CERS6,PLEC,CAMK2A,CECR2,CLCN6,TNIP1"
"gene_set_query"	"28"	"0.2373"	"GATA3_MCF7_HG19"	"GATA3"	"44"	"1890"	"0.008309"	"0.0865"	"1.524"	"ENCODE--ChIP-seq"	"SLC23A2,TNS3,ARRDC4,PRKAB2,IFRD1,FNDC3A,EML5,TRIB1,TMTC3,ATP6V0A2,HIVEP1,CARMIL1,LNPEP,ATR,RARG,OLR1,JARID2,DUSP2,ZHX2,TSC22D2,FOS,SLC7A2,TBL1X,TAOK3,ZYX,TJP2,PIM1,ZBTB37,ARID5B,GEM,LY6E,IRAK2,CAV1,ESR1,PTPRE,MDM4,PTPN22,TRPS1,CFAP45,ABCC5,PPP1R12B,RGS16,RAB20,SEMA4B"
"gene_set_query"	"29"	"0.2458"	"MYC_NB4_HG19"	"MYC"	"43"	"1858"	"0.009743"	"0.0978"	"1.515"	"ENCODE--ChIP-seq"	"MAPKBP1,ERRFI1,PRKCG,ARMC7,EML5,RAB11FIP1,HMOX1,RALGDS,MICAL3,REL,ATR,MTMR14,TRAM2,MED12,GRIPAP1,AP3B1,SERPINB8,LDLR,TRAFD1,GEM,TXLNB,SQSTM1,PXK,CALCRL,UBA6,HVCN1,CSF2RB,TBC1D13,SLC38A7,CAMTA2,SOCS4,NFKB2,PLEKHM3,PTPN22,PTPN23,CEP170,SECISBP2L,ABCC5,VPS13D,TRAF3,AGPAT4,SH3BP1,CLCN6"
"gene_set_query"	"30"	"0.2542"	"STAT3_HELAS3_HG19"	"STAT3"	"41"	"1780"	"0.01198"	"0.108"	"1.507"	"ENCODE--ChIP-seq"	"ERRFI1,ICAM1,NUP98,TRIB1,IL20RB,ZC3HAV1,HIVEP1,PIP5K1C,NR1D1,SLC7A11,LITAF,OLR1,DUSP2,MYOF,TEX12,FOS,B3GNT2,TM9SF4,SLC7A2,PAPSS2,TBL1X,LDLR,TRIP11,CSF1,PRDM1,PIM1,RALGAPA2,ARID5B,COL4A5,CCDC146,NDRG1,PTPRE,BRWD3,LGALS3BP,CXCL2,ACSS2,RGS16,MAPK6,MYO10,SEMA4B,ATP2B4"
"gene_set_query"	"31"	"0.2627"	"SPI1_GM12878_HG19"	"SPI1"	"43"	"1895"	"0.01302"	"0.112"	"1.484"	"ENCODE--ChIP-seq"	"ICAM1,PRKCD,ORAI2,PIK3R5,RAB11FIP1,HIVEP1,LYN,GPR137B,PPFIBP2,REL,MTMR14,LYST,AKAP13,MMP25,DUSP2,MYOF,ZSWIM4,CDC14A,ZBTB37,TRAFD1,SNN,GRK3,KIF3B,NLRP3,SOCS4,NADK,ANKRD28,ESR1,NFKB2,ARHGAP31,NFKBIE,ZMYND15,DOCK4,PTPN23,SLC2A6,DUSP16,PSTPIP2,ITGA4,TRAF3,NLRC4,SH3BP1,TSPOAP1,MCOLN2"
"gene_set_query"	"32"	"0.2712"	"FOSL2_SKNSH_HG19"	"FOSL2"	"13"	"412"	"0.01396"	"0.119"	"2.083"	"ENCODE--ChIP-seq"	"ERRFI1,IFRD1,TRIB1,EZR,PRDM10,NR1D1,SERPINB8,COL19A1,MICALL1,ZYX,TNC,CAV1,MAPK6"
"gene_set_query"	"33"	"0.2797"	"ZEB1_HEPG2_HG19"	"ZEB1"	"7"	"169"	"0.01712"	"0.133"	"2.763"	"ENCODE--ChIP-seq"	"HMOX1,SLC7A11,PSD,AP3B1,TJP2,RALGAPA2,ANKRD28"
"gene_set_query"	"34"	"0.2881"	"STAT2_K562_HG19"	"STAT2"	"9"	"252"	"0.01818"	"0.136"	"2.368"	"ENCODE--ChIP-seq"	"ICAM1,ARRDC4,TRIM14,ZC3HAV1,LNPEP,CSF1,NADK,LGALS3BP,SEMA4B"
"gene_set_query"	"35"	"0.2966"	"TAL1_MELCELLLINE_MM9"	"TAL1"	"42"	"1904"	"0.02053"	"0.142"	"1.442"	"ENCODE--ChIP-seq"	"ZC3HAV1,HIVEP1,ST3GAL1,LYN,ABCA3,ATG2A,AIRN,MTMR12,MINK1,KAT2A,MOCS1,CST7,TM9SF4,PROKR1,TAOK3,CHPF,CISH,ZBTB37,ADAM17,CLEC4E,CSF2RB,HRH2,IRAK2,TBC1D13,SRGAP2,USB1,MOB1A,PTPRE,NFKBIE,BRWD3,LGALS3BP,SLC2A6,ITGA4,ABCC5,FGR,SH3BP1,ATP2B4,PDE4DIP,CLCN6,TNIP1,LPIN2,CCDC171"
"gene_set_query"	"36"	"0.3051"	"PRDM1_HELAS3_HG19"	"PRDM1"	"34"	"1487"	"0.0214"	"0.144"	"1.496"	"ENCODE--ChIP-seq"	"USP6NL,TRIM14,TRIB1,PLPP3,ZC3HAV1,HIVEP1,RALGDS,NR1D1,REL,ATG2A,MTMR12,OLR1,JARID2,SERPINB8,HSD17B7,SLC7A2,TBL1X,CSF1,PIM1,CISH,TRAFD1,MYCL,COL4A5,CCDC146,CDK6,NFKBID,BRWD3,ZMYND15,LGALS3BP,CXCL2,CEP170,ACSS2,NOD2,RAB20"
"gene_set_query"	"37"	"0.3136"	"TCF7L2_HEK293_HG19"	"TCF7L2"	"40"	"1821"	"0.02426"	"0.149"	"1.436"	"ENCODE--ChIP-seq"	"PRKAB2,NUP98,TRIB1,PRDM10,HIVEP1,NR1D1,GPR137B,ABTB2,TREML4,ATG2A,CPEB4,ATR,COL18A1,NRP2,SLC7A11,LYST,JARID2,FOS,FGD6,TBL1X,TNC,CARF,CDC14A,PIM1,COL27A1,CISH,ARID5B,FOXP4,MYCL,COL4A2,COL4A5,ARHGAP31,CDK6,MDM4,TRPS1,PPP1R12B,RGS16,AGPAT4,CECR2,MYO10"
"gene_set_query"	"38"	"0.322"	"NR2F2_MCF7_HG19"	"NR2F2"	"15"	"551"	"0.02849"	"0.16"	"1.789"	"ENCODE--ChIP-seq"	"IFRD1,ZC3HAV1,RARG,ZHX2,MOCS1,ZBTB37,LY6E,CCDC146,CAMTA2,ANKRD28,ESR1,PTPRE,PPP1R12B,P2RY2,SEMA4B"
"gene_set_query"	"39"	"0.3305"	"STAT1_K562_HG19"	"STAT1"	"10"	"321"	"0.03039"	"0.167"	"2.056"	"ENCODE--ChIP-seq"	"ICAM1,ARRDC4,TRIM14,ZC3HAV1,LNPEP,CSF1,CISH,NADK,LGALS3BP,SEMA4B"
"gene_set_query"	"40"	"0.339"	"PAX5_GM12891_HG19"	"PAX5"	"20"	"817"	"0.03505"	"0.181"	"1.604"	"ENCODE--ChIP-seq"	"ICAM1,GSAP,TRIB1,ATP6V0A2,LNPEP,REL,NRP2,AP3B1,FOXP4,TPST1,AK4,TBC1D13,SOCS4,NADK,MOB1A,NFKBID,ITGA4,ABCC5,TSPOAP1,SEMA4B"
"gene_set_query"	"41"	"0.3475"	"CUX1_GM12878_HG19"	"CUX1"	"39"	"1845"	"0.04095"	"0.196"	"1.381"	"ENCODE--ChIP-seq"	"MAPKBP1,ICAM1,PRKAB2,ARMC7,NUP98,TRIB1,TMTC3,ZC3HAV1,PRDM10,ATP6V0A2,HMOX1,ADHFE1,ABCA3,ATR,SLC7A11,LYST,ZHX2,SERPINB8,PELI3,TM9SF4,TAOK3,PRDM1,TRAFD1,MOB3B,TPST1,ADAM17,PXK,CALCRL,CCDC146,MOB1A,PLEKHM3,PTGIR,ITGA4,SECISBP2L,VPS13D,NOD2,IL2RG,AGPAT4,MAPK6"
"gene_set_query"	"42"	"0.3559"	"HNF4A_HEPG2_HG19"	"HNF4A"	"49"	"2396"	"0.04113"	"0.196"	"1.335"	"ENCODE--ChIP-seq"	"ERRFI1,TNS3,PRKCD,TRIM14,TRIB1,IL20RB,PRDM10,HIVEP1,LYN,LNPEP,NR1D1,VASN,REL,CX3CL1,ZHX2,B3GNT2,SLC29A3,TBL1X,LDLR,HIPK2,TAOK3,TJP2,CHPF,CARF,CDC14A,PIM1,FBRSL1,SLC39A4,COL27A1,CISH,ADAM17,UBA6,CCDC146,NDRG1,GRK3,NADK,EFNA2,TNFAIP3,PTPN23,SLC2A6,CXCL2,DUSP16,ACSS2,NLRC4,P2RY2,MAPK6,RFFL,CLCN6,LPIN2"
"gene_set_query"	"43"	"0.3644"	"ZNF217_MCF7_HG19"	"ZNF217"	"31"	"1423"	"0.04446"	"0.206"	"1.424"	"ENCODE--ChIP-seq"	"USP6NL,PRKAB2,IFRD1,FNDC3A,TRIB1,PLBD2,SPTBN2,LNPEP,NR1D1,EHD1,ATR,COL18A1,RARG,PIP4P2,ZHX2,FOS,B3GNT2,TBL1X,TJP2,YPEL2,LY6E,ZKSCAN8,SOCS4,ESR1,PTPRE,TGFBI,DUSP16,TRPS1,CFAP45,DST,SEMA4B"
